지점,지점명,일시,평균기온(°C),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),평균운량(1/10),평균지면온도(°C)
261,해남,Oct-24,17.7,82,126.1,1.7,6.2,19.9
261,해남,Nov-24,11.6,74,101.9,2.1,4.9,13
261,해남,Dec-24,3.9,73,9.6,1.7,4.9,5.6
261,해남,Jan-25,1.5,75,17.5,1.6,4.6,3.5
261,해남,Feb-25,1.5,72,40.9,2,5.2,4.4
261,해남,Mar-25,8.1,72,36.5,2.4,5,10.7
261,해남,Apr-25,13,72,49.1,2.6,4.5,17.6
261,해남,May-25,16.9,80,86.2,2.2,5.4,21.1
261,해남,Jun-25,22.8,82,185.8,2,6.2,27.3
261,해남,Jul-25,27.7,79,159.6,2.3,3.9,33
261,해남,Aug-25,27.5,87,218.7,1.6,5,32.3
261,해남,Sep-25,24.7,85,166.5,1.7,6.4,27.8
261,해남,Oct-25,18.2,82,133.8,1.9,5.6,21.1
261,해남,Nov-25,9.8,75,25.1,1.7,3.5,11.9
261,해남,Dec-25,4.6,72,21.6,2.4,4.3,5.4
261,해남,Jan-26,0.8,70,6.7,2.8,4.8,2.5
261,해남,Feb-26,3.2,75,41.9,2.3,4.6,5.4
261,해남,Mar-26,7.6,74,80.1,2.8,4.6,10.6
261,해남,Apr-26,13.6,75,106.3,2.6,6.5,16.9
261,해남,May-26,,,17,,,
262,고흥,May-22,17.8,60,1.6,1.5,4.2,22.2
262,고흥,Jun-22,21.8,81,86.3,1.7,6.4,25.3
262,고흥,Jul-22,26,81,268.7,1.6,6.4,29.2
262,고흥,Aug-22,25.7,84,109.9,1.3,7.2,28.1
262,고흥,Sep-22,21.8,77,187.6,1.4,6.8,24.5
262,고흥,Oct-22,15,70,13.2,1.5,4.1,17.9
262,고흥,Nov-22,10.7,71,60.5,1.3,4.1,11.3
262,고흥,Dec-22,1.6,64,3.7,1.8,4.8,2.2
262,고흥,Jan-23,1.6,65,53.7,1.9,3.4,1.6
262,고흥,Feb-23,3.8,63,37.1,1.4,4.5,4.7
262,고흥,Mar-23,9.8,64,47.5,1.4,4.1,11.6
262,고흥,Apr-23,13.1,70,88.3,1.7,5,15
262,고흥,May-23,17.2,79,288.4,1.4,6.1,19.8
262,고흥,Jun-23,21.5,80,267.9,1.4,6.2,24.5
262,고흥,Jul-23,24.8,90,414.6,1.2,7.6,26.4
262,고흥,Aug-23,26.2,83,222.2,1.2,5.1,29.1
262,고흥,Sep-23,23.3,84,121,0.9,6.2,24.9
262,고흥,Oct-23,16.9,73,4.5,1.2,3.8,17.7
262,고흥,Nov-23,10.7,72,105.2,1.7,4.3,10.2
262,고흥,Dec-23,5.6,76,51.6,1.4,5.2,4.9
262,고흥,Jan-24,4.1,70,38.5,1.9,4.4,3.5
262,고흥,Feb-24,7,79,149.5,1.5,6.3,6.6
262,고흥,Mar-24,8.8,67,87.9,2,4.6,9.8
262,고흥,Apr-24,15.1,77,200.1,1.3,6,17.4
262,고흥,May-24,18,70,178.4,1.9,4,22.4
262,고흥,Jun-24,22.3,76,175.3,1.5,6.5,25.9
262,고흥,Jul-24,26.7,87,264.8,1.9,6.2,28.7
262,고흥,Aug-24,28.9,77,49.9,1.4,3.8,33.7
262,고흥,Sep-24,26.3,80,285.3,1.3,5.1,28.9
262,고흥,Oct-24,18.1,78,140.3,1.5,6.1,18.9
262,고흥,Nov-24,11.6,73,126.7,1.6,4.6,11.2
262,고흥,Dec-24,3.8,65,0.1,2,3.7,2.8
262,고흥,Jan-25,1.5,67,3.9,1.8,3.2,1.2
262,고흥,Feb-25,1.3,62,42.3,2.7,3.6,1.8
262,고흥,Mar-25,8.3,65,54.4,2.1,4.8,9.5
262,고흥,Apr-25,13.3,68,76.7,2.1,4.1,16.4
262,고흥,May-25,17,77,302.9,1.8,5.5,20.3
262,고흥,Jun-25,22.7,78,112.8,1.7,6.1,25.7
262,고흥,Jul-25,27.6,78,68.7,1.8,3.7,33.1
262,고흥,Aug-25,27.7,82,222.3,1.5,4.8,31.6
262,고흥,Sep-25,24.9,82,121.1,1.4,6.5,28.1
262,고흥,Oct-25,18.6,80,154.3,1.4,5.1,20.7
262,고흥,Nov-25,9.7,73,26.1,1.7,3,10.7
262,고흥,Dec-25,4.2,67,14.3,1.9,3.7,4
262,고흥,Jan-26,0.9,57,1.5,2.6,3.2,1.5
262,고흥,Feb-26,4.2,64,43.5,2.3,3.7,5
262,고흥,Mar-26,8.5,67,89.1,1.8,4.1,10
262,고흥,Apr-26,14.1,69,193.5,1.9,6.2,16.6
262,고흥,May-26,,,18.1,,,
263,의령군,May-22,19.3,54,0.5,1.9,4.2,25.1
263,의령군,Jun-22,23.5,72,90.2,2.2,5.9,27.3
263,의령군,Jul-22,27.1,77,143.8,1.4,6.4,28.6
263,의령군,Aug-22,26.6,86,191.2,1.7,7.3,27.9
263,의령군,Sep-22,21.5,80,136.1,1.5,6.8,24.5
263,의령군,Oct-22,14.6,73,24.4,1.5,4.1,18.4
263,의령군,Nov-22,9.8,70,56.2,1.2,3.9,11.6
263,의령군,Dec-22,-0.3,61,6.3,1.9,3.6,1.4
263,의령군,Jan-23,0.2,57,53.1,1.7,3,1.5
263,의령군,Feb-23,3.5,59,25.6,1.6,4.2,4.8
263,의령군,Mar-23,9.9,,25.9,1.8,3.7,11.8
263,의령군,Apr-23,13.9,58,57.7,2,4.5,16.5
263,의령군,May-23,18.5,72,304.7,1.7,6,21.6
263,의령군,Jun-23,23.6,75,197.4,1.6,6.2,27.5
263,의령군,Jul-23,26.5,86,437.1,1.5,7,28.2
263,의령군,Aug-23,27.7,79,439.6,1.4,5.7,29.9
263,의령군,Sep-23,23.8,80,219.5,1.1,6,26
263,의령군,Oct-23,14.8,80,11,1.2,4.1,16.8
263,의령군,Nov-23,8.7,72,88.7,1.8,3.3,9.4
263,의령군,Dec-23,3.4,71,79.6,1.7,3.8,4.1
263,의령군,Jan-24,1.8,75,24.3,1.6,2.9,2.4
263,의령군,Feb-24,5.5,74,148.8,1.7,5.9,6.5
263,의령군,Mar-24,8.2,60,92.8,2.2,4.6,9.6
263,의령군,Apr-24,15.7,70,123.8,1.4,5.7,16.9
263,의령군,May-24,18.9,65,132.1,1.8,4.1,20.1
263,의령군,Jun-24,23.9,70,225.5,1.5,6.1,28.5
263,의령군,Jul-24,27.9,79,176.7,2,6.3,28.7
263,의령군,Aug-24,29.1,80,83.6,1.4,4.4,29.1
263,의령군,Sep-24,26.2,78,266.8,1.2,5.6,28.3
263,의령군,Oct-24,17.2,82,136,1.3,6.1,18.8
263,의령군,Nov-24,10.5,80,81.6,1.3,4.4,9.7
263,의령군,Dec-24,2.7,62,0,1.8,3.4,0.7
263,의령군,Jan-25,0.4,63,2.6,1.7,2.7,-1
263,의령군,Feb-25,1.2,49,22.8,2.4,2.8,0
263,의령군,Mar-25,9.4,57,39.2,2.3,4.9,8.3
263,의령군,Apr-25,14.8,58,62.7,2,4.2,15.3
263,의령군,May-25,17.4,74,133.5,1.6,5.2,19.4
263,의령군,Jun-25,22.6,72,185.9,1.6,5.9,26.8
263,의령군,Jul-25,26.5,79,434,1.4,4.1,32.5
263,의령군,Aug-25,26.9,83,240.6,1.3,5.1,32
263,의령군,Sep-25,23.2,82,98.6,1.2,7,25.9
263,의령군,Oct-25,16.3,81,118.5,1.1,6.1,19
263,의령군,Nov-25,7.1,70,20.1,1.4,2.5,8.9
263,의령군,Dec-25,1.2,,11.5,1.5,3.5,2.8
263,의령군,Jan-26,-1.7,50,0.4,2.1,2.4,0.6
263,의령군,Feb-26,2.6,49,31,2,3.6,4.6
263,의령군,Mar-26,7.3,58,58.6,1.6,4.4,10.1
263,의령군,Apr-26,14,,105.1,1.7,5.6,16.3
263,의령군,May-26,,,17.8,,,
264,함양군,May-22,18.4,54,1.7,1.9,3.9,23.4
264,함양군,Jun-22,23,74,109.1,1.5,6.4,27
264,함양군,Jul-22,26.2,83,161.7,1.4,6.9,30.1
264,함양군,Aug-22,25.4,91,130.9,1.1,7.6,27.5
264,함양군,Sep-22,20.4,77,196.3,0.9,6.9,23
264,함양군,Oct-22,13.3,67,20.3,1.1,4.8,16
264,함양군,Nov-22,8.5,65,44.1,1.3,4.1,9.5
264,함양군,Dec-22,-0.4,62,7.5,2.2,5.1,0.9
264,함양군,Jan-23,-0.1,57,27.7,2.3,3.8,0.9
264,함양군,Feb-23,2.6,55,24.4,1.7,4.1,3.7
264,함양군,Mar-23,9.4,54,46.9,1.6,3.8,10.6
264,함양군,Apr-23,12.9,60,36.6,1.9,4.9,15.1
264,함양군,May-23,17.9,73,151.7,1.3,6,21.2
264,함양군,Jun-23,22.9,71,241.9,1.5,6.3,27.5
264,함양군,Jul-23,25.6,93,473.4,0.8,7.4,28.4
264,함양군,Aug-23,27,85,406.1,1,6.3,31.1
264,함양군,Sep-23,22.7,82,117.6,0.7,6.3,25.7
264,함양군,Oct-23,14.1,73,5.4,1.2,4.4,17.7
264,함양군,Nov-23,8,64,48.2,2.2,3.9,9.6
264,함양군,Dec-23,2.5,71,121.1,1.7,5,3.6
264,함양군,Jan-24,1.8,62,31.8,2.3,3.8,2.8
264,함양군,Feb-24,4,75,125.6,1.3,6.1,5.7
264,함양군,Mar-24,7.3,58,83,2.2,4.7,9.4
264,함양군,Apr-24,15.2,68,106,1.3,5.9,17.1
264,함양군,May-24,18.2,63,65.6,1.6,4.2,22.2
264,함양군,Jun-24,22.9,66,161.3,1.4,5.9,28.5
264,함양군,Jul-24,26.7,80,233.2,1.3,6.5,28.6
264,함양군,Aug-24,27.9,78,79.1,1,4.6,31.9
264,함양군,Sep-24,24.9,88,169.7,0.9,5.9,29
264,함양군,Oct-24,15.5,86,100.2,1,6.4,18.5
264,함양군,Nov-24,9.1,78,63.5,1.5,4.9,10.8
264,함양군,Dec-24,2.5,64,2.4,2.3,4.9,2.9
264,함양군,Jan-25,-0.4,68,12.5,1.9,4.3,1.1
264,함양군,Feb-25,-0.2,58,22.9,2.8,3.7,2.3
264,함양군,Mar-25,7.8,61,33.3,2.1,4.7,10.3
264,함양군,Apr-25,13.6,60,37.8,2.1,3.9,17.3
264,함양군,May-25,16.7,69,128.1,1.6,5.3,19.6
264,함양군,Jun-25,23.2,69,208.2,1.3,5.7,27.1
264,함양군,Jul-25,26.9,74,391.4,1.3,4.4,32.6
264,함양군,Aug-25,27,82,282.8,1.1,5.2,32.3
264,함양군,Sep-25,23.3,88,167.3,1.1,7.3,26.3
264,함양군,Oct-25,16.9,90,144.6,1,6.5,19.4
264,함양군,Nov-25,7.9,71,24,1.6,3.2,8.7
264,함양군,Dec-25,2.5,61,17.4,1.9,4.3,2.8
264,함양군,Jan-26,-0.4,47,0.9,2.9,3.3,0
264,함양군,Feb-26,2.7,54,24.2,2.1,3.8,3.5
264,함양군,Mar-26,7.8,57,81.7,1.6,4.5,9.3
264,함양군,Apr-26,14.1,56,83.3,1.6,5.9,15.5
264,함양군,May-26,,,13.9,,,
266,광양시,May-22,19.5,54,1.2,1.7,4.1,25.3
266,광양시,Jun-22,22.9,77,110.3,2.1,6.2,27.4
266,광양시,Jul-22,26.9,79,240.7,1.7,6.5,29.4
266,광양시,Aug-22,26.6,82,186.1,1.7,7.4,28.4
266,광양시,Sep-22,23,70,156.5,2.4,6.8,25.1
266,광양시,Oct-22,16.8,62,19.1,2.1,4,19.8
266,광양시,Nov-22,12.7,60,120.3,1.8,4,12.1
266,광양시,Dec-22,2.2,56,7.3,2.1,4.2,2.2
266,광양시,Jan-23,2.7,55,84.7,2.3,3.4,1.9
266,광양시,Feb-23,5.5,52,51.4,2.1,4.2,6.4
266,광양시,Mar-23,11.8,55,54.3,1.8,4.1,13.7
266,광양시,Apr-23,14.4,62,111,2.2,4.9,16
266,광양시,May-23,18.5,74,258.7,1.7,6.1,21
266,광양시,Jun-23,23,76,284.1,1.6,6.3,26.6
266,광양시,Jul-23,25.7,90,743.3,1.2,7.5,28.1
266,광양시,Aug-23,27.8,81,371.2,1.6,5.5,32.2
266,광양시,Sep-23,24.3,79,181.5,1.4,6.1,27.7
266,광양시,Oct-23,17.2,63,3.3,1.4,4,20.8
266,광양시,Nov-23,10.3,65,71.6,2,3.7,10.9
266,광양시,Dec-23,5.2,67,59.5,1.9,4.4,5
266,광양시,Jan-24,3.7,61,29.4,2.3,3.8,3.4
266,광양시,Feb-24,6.4,72,200.2,2.3,6.1,7.1
266,광양시,Mar-24,8.9,58,86.2,2.4,4.5,11.1
266,광양시,Apr-24,16,71,182.4,1.6,5.8,17.9
266,광양시,May-24,18.9,66,271.7,1.7,4.2,23.9
266,광양시,Jun-24,23.2,72,263.2,1.5,6.3,28.3
266,광양시,Jul-24,26.7,87,403.4,1.7,6.3,29.1
266,광양시,Aug-24,29,77,76.2,1.5,4.4,32.5
266,광양시,Sep-24,26.6,76,276.5,1.6,5.1,28.8
266,광양시,Oct-24,18.5,72,146.9,1.7,5.9,19.1
266,광양시,Nov-24,12.2,67,91.7,1.7,4.6,11.5
266,광양시,Dec-24,4.3,57,0,2.1,3.4,3
266,광양시,Jan-25,2.5,57,2.8,2,2.9,1.5
266,광양시,Feb-25,1.7,54,30.9,2.6,3.2,3
266,광양시,Mar-25,9.3,57,33.6,2.3,4.9,12.5
266,광양시,Apr-25,14.4,60,85.5,2,4.1,18.9
266,광양시,May-25,17.6,73,169.1,1.6,5.5,20.9
266,광양시,Jun-25,23.4,75,188.3,1.4,5.9,28.1
266,광양시,Jul-25,27.9,75,308.7,1.8,3.9,34
266,광양시,Aug-25,28,82,242.4,1.3,5.1,33
266,광양시,Sep-25,24.8,82,152.6,1.5,6.7,27.2
266,광양시,Oct-25,19,77,158.1,1.6,5.5,21
266,광양시,Nov-25,10.9,65,22.2,1.6,2.8,10.5
266,광양시,Dec-25,5.4,61,18.1,1.9,3.7,4.4
266,광양시,Jan-26,1.7,52,0.5,2.6,2.7,1.8
266,광양시,Feb-26,5.5,56,34.6,2.2,3.4,6.6
266,광양시,Mar-26,9.8,61,63.1,1.9,4.2,11.3
266,광양시,Apr-26,15.5,61,143.9,1.8,6.1,17.8
266,광양시,May-26,,,24.7,,,
268,진도군,May-22,16.8,71,0.3,2.1,4.2,23.2
268,진도군,Jun-22,22,84,83.7,2.6,6.6,26.4
268,진도군,Jul-22,26.1,84,177.3,2,6.2,29.7
268,진도군,Aug-22,26.3,85,84.7,2.3,6.7,28.4
268,진도군,Sep-22,21.9,82,229.4,2.2,6.8,24.5
268,진도군,Oct-22,15.3,72,27.2,2.7,4.4,17.2
268,진도군,Nov-22,11.2,76,39.6,2.4,4.5,11.5
268,진도군,Dec-22,2.3,72,21.5,2.8,6.1,2.9
268,진도군,Jan-23,2.2,73,64.1,2.9,5.1,2.5
268,진도군,Feb-23,3.5,72,33.3,2.8,5.1,4.1
268,진도군,Mar-23,9,68,27.2,2.5,4.4,10.9
268,진도군,Apr-23,12.8,74,140,2.4,4.9,14.9
268,진도군,May-23,17.4,81,185.1,2.3,6.1,20.3
268,진도군,Jun-23,21.6,83,133.5,2.2,6.3,25.8
268,진도군,Jul-23,25.7,89,507.7,2.4,7.6,27.4
268,진도군,Aug-23,26.7,83,165.3,1.8,5,31.1
268,진도군,Sep-23,23.5,83,126.3,1.6,5.8,25.6
268,진도군,Oct-23,16.3,76,5.7,2,4.2,17.6
268,진도군,Nov-23,10.7,73,80.4,3,5.6,10.5
268,진도군,Dec-23,5.6,79,72.2,2.5,6.9,5.8
268,진도군,Jan-24,3.5,76,58.3,2.7,5.7,3.5
268,진도군,Feb-24,6.2,80,147,2.6,6.7,6.8
268,진도군,Mar-24,7.8,73,79.4,2.7,5.2,9.1
268,진도군,Apr-24,14.3,80,106.5,1.8,5.7,16.5
268,진도군,May-24,17.3,76,140.9,2.3,3.9,21.7
268,진도군,Jun-24,21.6,82,240.2,1.9,6.5,26.6
268,진도군,Jul-24,26.4,89,273.9,2.8,6.4,28.6
268,진도군,Aug-24,28,83,50.1,1.7,3.7,31.8
268,진도군,Sep-24,25.9,83,342.1,1.6,4.6,28.6
268,진도군,Oct-24,17.7,81,159.4,2,6.3,18.6
268,진도군,Nov-24,12,73,105.4,2.7,5.4,11.8
268,진도군,Dec-24,5,69,16.1,2.8,5.6,4.3
268,진도군,Jan-25,2.2,74,24.7,2.2,4.9,2.4
268,진도군,Feb-25,1.8,71,45,3.2,5.8,3.2
268,진도군,Mar-25,8.1,71,39.3,2.7,5,10.2
268,진도군,Apr-25,12.4,73,71,2.6,4.3,15.2
268,진도군,May-25,16.4,80,110,2.2,5.2,19.3
268,진도군,Jun-25,21.9,84,213.7,2,6.2,25.3
268,진도군,Jul-25,27.2,81,86.5,2.1,3.7,32.8
268,진도군,Aug-25,27.3,87,214.7,1.7,4.7,31.3
268,진도군,Sep-25,24.4,86,224.1,1.6,6.5,27.1
268,진도군,Oct-25,18.4,80,99.1,2.3,5.3,20.3
268,진도군,Nov-25,10.6,73,11.3,2.3,3.7,11.9
268,진도군,Dec-25,5.3,71,25.8,2.9,4.7,6
268,진도군,Jan-26,1.6,70,12.7,3.5,5.4,3
268,진도군,Feb-26,3.7,75,40.6,2.6,4.6,4.9
268,진도군,Mar-26,7.4,75,99.5,2.3,4.7,9.5
268,진도군,Apr-26,13.2,73,132.2,2.1,6.4,15.6
268,진도군,May-26,,,11.8,,,
271,봉화,May-22,16,60,5.7,1.5,4,22.9
271,봉화,Jun-22,20.6,75,138.5,1.4,6.4,25.7
271,봉화,Jul-22,23.9,84,157.5,1,6.9,28.1
271,봉화,Aug-22,22.7,88,370.4,0.9,7.6,25.8
271,봉화,Sep-22,18.4,79,34.3,1.2,6.6,21.4
271,봉화,Oct-22,11.3,81,83.2,1.1,5.8,12.4
271,봉화,Nov-22,6.8,77,78.7,1,3.9,6.5
271,봉화,Dec-22,-3.6,66,12.2,1.3,3.8,-0.6
271,봉화,Jan-23,-2.4,67,24.2,1.3,3.4,-2.6
271,봉화,Feb-23,1.2,64,6.7,1.2,4.2,0.7
271,봉화,Mar-23,7.4,58,31.1,1.3,3.8,8.3
271,봉화,Apr-23,10.9,64,59.9,1.5,4.7,13.3
271,봉화,May-23,15.8,70,145,1.3,5.7,19.2
271,봉화,Jun-23,20.4,77,301.6,1.2,5.9,25.3
271,봉화,Jul-23,23.5,87,551.9,0.9,7,26.8
271,봉화,Aug-23,24.4,84,361.6,1,6.9,28.2
271,봉화,Sep-23,20.3,84,187.3,0.9,6.4,24.3
271,봉화,Oct-23,11.4,82,24.3,1,4,12.9
271,봉화,Nov-23,5.6,69,34.5,1.4,3.4,5.2
271,봉화,Dec-23,0.2,70,100.6,1.3,3.6,-0.1
271,봉화,Jan-24,-0.5,68,12,1.3,3.2,-0.9
271,봉화,Feb-24,2.5,78,53.7,1.2,6.2,2.4
271,봉화,Mar-24,5.2,64,46.5,1.5,4.2,5.6
271,봉화,Apr-24,13.4,68,45.3,1.3,5.3,15.3
271,봉화,May-24,15.7,69,109,1.4,4.2,20.5
271,봉화,Jun-24,20.8,73,124.3,1.1,4.8,26.1
271,봉화,Jul-24,24.9,85,437.7,1.1,6.9,26.7
271,봉화,Aug-24,25.7,83,87.9,1,4.3,29.1
271,봉화,Sep-24,22.6,82,186,1.1,6.2,25
271,봉화,Oct-24,14.4,84,105.7,1,6,15.4
271,봉화,Nov-24,8.2,79,30.6,1,4.5,8.1
271,봉화,Dec-24,0.8,60,3,1.6,3,0
271,봉화,Jan-25,-1.6,64,12.3,1.4,4,-1.6
271,봉화,Feb-25,-3.9,55,7.3,1.7,2.4,-0.1
271,봉화,Mar-25,4.5,66,69.5,1.5,5,5.5
271,봉화,Apr-25,10.9,62,63.7,1.5,3.9,14.2
271,봉화,May-25,14.6,74,121.4,1.3,5.4,18.3
271,봉화,Jun-25,21.2,76,121.2,1.1,6.1,25.5
271,봉화,Jul-25,25.1,79,177.3,1.1,4.9,30.6
271,봉화,Aug-25,25,81,54.1,1,5.6,29.8
271,봉화,Sep-25,20.5,84,171.4,1,7.5,23.5
271,봉화,Oct-25,14.1,85,126.9,1,7.1,16.5
271,봉화,Nov-25,4.5,72,4.9,1,2.4,6.6
271,봉화,Dec-25,-1.4,67,17,1.2,3.6,0.2
271,봉화,Jan-26,-5,52,12.8,1.7,3,-2.3
271,봉화,Feb-26,-0.7,59,11.2,1.4,3.5,0.7
271,봉화,Mar-26,4.8,64,36.8,1.3,4.2,6.2
271,봉화,Apr-26,11.4,61,65.7,1.4,4.8,14.4
271,봉화,May-26,,,12.9,,,
272,영주,May-22,17.7,54,3.8,2.7,4.1,24.9
272,영주,Jun-22,21.7,75,134.7,1.8,6.1,27.8
272,영주,Jul-22,25.1,84,201.7,1.5,7,30.4
272,영주,Aug-22,23.8,88,362.3,1.3,7.4,27.6
272,영주,Sep-22,19.2,81,76.1,1.6,6.5,24.4
272,영주,Oct-22,12.4,78,58.3,1.9,5.5,15.3
272,영주,Nov-22,7.8,71,55.8,2.2,4,8.5
272,영주,Dec-22,-3,62,11.7,3.7,4.4,-1.6
272,영주,Jan-23,-2.1,62,30,3.2,3.7,-1.5
272,영주,Feb-23,1.7,59,9,2.7,4,2.7
272,영주,Mar-23,8.7,51,31.8,2.4,3.6,11
272,영주,Apr-23,11.9,62,93.5,2.6,5,15.4
272,영주,May-23,17.1,68,160.2,1.7,5.7,22.4
272,영주,Jun-23,21.6,77,483.2,1.8,6.1,26.6
272,영주,Jul-23,24.5,90,616.7,1.2,7.1,28.6
272,영주,Aug-23,25.3,87,318.2,1.3,6.8,30.3
272,영주,Sep-23,21.2,86,270.9,1.3,6.2,25.6
272,영주,Oct-23,12.5,78,30.2,1.8,4.5,15.8
272,영주,Nov-23,6,66,67.9,3.1,3.7,6.8
272,영주,Dec-23,0.2,71,104.5,2.9,4.2,0.7
272,영주,Jan-24,-0.7,67,18.6,3.3,3.6,-0.1
272,영주,Feb-24,2.6,79,91.8,1.7,6.2,3.7
272,영주,Mar-24,6.2,59,53.9,3,4.2,7.9
272,영주,Apr-24,14.7,65,55.8,1.8,5.3,18.4
272,영주,May-24,17.1,67,129,2.3,3.9,23.3
272,영주,Jun-24,22.4,69,130.3,1.8,4.9,29.5
272,영주,Jul-24,25.3,86,403,1.6,,29.2
272,영주,Aug-24,26.5,83,66.8,1.3,4.5,33.7
272,영주,Sep-24,23,85,277,1.1,6.3,29.2
272,영주,Oct-24,14.4,86,138,1.3,5.9,18.2
272,영주,Nov-24,8.3,76,32.4,2.3,4.6,10.2
272,영주,Dec-24,0.6,56,2.6,4.2,3.5,1.3
272,영주,Jan-25,-1.6,61,10.7,3.4,4.3,-0.6
272,영주,Feb-25,-1.7,52,7.4,4.4,2.5,0.6
272,영주,Mar-25,6.7,60,52.3,2.7,5.1,8
272,영주,Apr-25,12.7,58,78,2.6,3.9,16.9
272,영주,May-25,16,73,133.1,1.9,5.3,20.8
272,영주,Jun-25,22.5,75,165.5,1.8,5.8,27.8
272,영주,Jul-25,26,79,153,1.7,5,33.1
272,영주,Aug-25,26,81,47.1,1.5,5.5,31.8
272,영주,Sep-25,21.3,86,199.1,1.3,7.6,24.9
272,영주,Oct-25,15.1,87,217.9,1.2,7.2,17.4
272,영주,Nov-25,6.6,68,9.5,2.6,2.7,7.7
272,영주,Dec-25,0.4,64,20,3.2,3.9,0.5
272,영주,Jan-26,-3.1,50,1.7,4.6,3,-1.8
272,영주,Feb-26,1.3,58,11.1,3.3,3.3,2.1
272,영주,Mar-26,6.7,60,45,2.3,4.3,8.6
272,영주,Apr-26,13.1,57,70.9,2.5,4.8,16.9
272,영주,May-26,,,7.1,,,
273,문경,May-22,18.4,53,5,1.8,3.8,24.9
273,문경,Jun-22,22.1,77,95.9,1.3,5.9,26.5
273,문경,Jul-22,25.6,83,216.5,1.2,6.6,28.4
273,문경,Aug-22,24.5,87,338.6,1,7.3,26.7
273,문경,Sep-22,19.9,81,78.1,1.4,6.6,22.2
273,문경,Oct-22,13,76,59,1.5,5.2,14.9
273,문경,Nov-22,8.5,68,31.6,1.6,3.9,8.6
273,문경,Dec-22,-2.2,58,10.3,2.3,4.3,-0.6
273,문경,Jan-23,-1.4,60,30.9,2.2,3.4,-0.8
273,문경,Feb-23,2.4,55,7,2,3.8,2.4
273,문경,Mar-23,9.8,48,31.7,2,3.6,10.4
273,문경,Apr-23,12.6,61,63.4,1.9,4.9,15.4
273,문경,May-23,17.8,67,173.7,1.5,5.6,22
273,문경,Jun-23,22.4,75,231,1.4,5.8,27.8
273,문경,Jul-23,25.1,90,728.1,1,6.9,27.3
273,문경,Aug-23,26,85,264.1,1.1,6.5,28.7
273,문경,Sep-23,21.7,87,259.5,0.9,6.3,24.4
273,문경,Oct-23,13.7,75,8.3,1.4,4.2,15.1
273,문경,Nov-23,6.9,63,36.4,2.1,3.3,7
273,문경,Dec-23,1.2,69,108.6,1.8,4.1,1.8
273,문경,Jan-24,0,65,25.2,2.1,3.5,-0.1
273,문경,Feb-24,3.3,77,109.3,1.6,6.4,3.4
273,문경,Mar-24,6.6,59,57.4,2.1,4.2,7.7
273,문경,Apr-24,15.4,64,75.6,1.6,5.3,17.5
273,문경,May-24,17.6,66,151.9,1.6,4,22.3
273,문경,Jun-24,22.9,68,116.1,1.4,4.7,29
273,문경,Jul-24,25.8,87,435.5,1.1,6.8,27.9
273,문경,Aug-24,27.1,82,95.9,1,4.3,31.8
273,문경,Sep-24,23.6,85,190.8,0.9,6,27.2
273,문경,Oct-24,14.8,85,100.8,1.2,5.8,17
273,문경,Nov-24,8.8,74,37,1.7,4.3,9.4
273,문경,Dec-24,1.3,56,4.5,2.5,3.8,1.5
273,문경,Jan-25,-0.6,60,15.9,2,3.8,-0.2
273,문경,Feb-25,-1,52,7.8,2.9,2.3,0.5
273,문경,Mar-25,7.5,58,40.8,2.1,4.9,7.8
273,문경,Apr-25,13.4,57,71.6,2,3.9,16
273,문경,May-25,16.5,72,106.3,1.5,5.1,20.3
273,문경,Jun-25,23,74,221,1.3,5.7,27.8
273,문경,Jul-25,26.4,80,195.3,1.2,4.6,32.2
273,문경,Aug-25,26.6,83,70.1,1,5.3,30.7
273,문경,Sep-25,21.9,87,196.2,1,7.3,24.8
273,문경,Oct-25,15.6,87,246.4,1,7.1,17.5
273,문경,Nov-25,7.6,66,19.8,1.8,2.5,7.3
273,문경,Dec-25,1.2,62,17.5,2,3.8,0.9
273,문경,Jan-26,-2.3,48,9.2,2.6,2.9,-1.5
273,문경,Feb-26,2.2,56,14.1,2,3.5,2
273,문경,Mar-26,7.7,58,58,1.7,4.2,8.5
273,문경,Apr-26,13.8,56,67.6,1.9,5,16
273,문경,May-26,,,11,,,
276,청송군,May-22,16.9,53,6.4,2,4.3,22.8
276,청송군,Jun-22,21.9,66,80.2,1.9,5.9,26.1
276,청송군,Jul-22,25.4,73,86.5,1.6,6.8,29.2
276,청송군,Aug-22,24.3,77,229.4,1.3,7.2,27.6
276,청송군,Sep-22,19.1,78,48.7,1.5,6.7,22.4
276,청송군,Oct-22,11.6,82,32.6,1.4,5.9,14.8
276,청송군,Nov-22,6.8,70,66.3,1.3,4.3,7.7
276,청송군,Dec-22,-3.7,59,4.9,2.2,3.6,-3
276,청송군,Jan-23,-3.2,58,18.2,1.8,3.5,-2.9
276,청송군,Feb-23,0.5,55,5.7,1.5,4.2,1.5
276,청송군,Mar-23,7.7,53,41.8,1.6,3.6,9.7
276,청송군,Apr-23,11.3,57,41.4,2.1,4.6,15
276,청송군,May-23,16.5,66,158.7,1.5,5.7,21.2
276,청송군,Jun-23,21.5,75,168.2,1.6,6,26.7
276,청송군,Jul-23,24.9,80,367,1.3,6.6,27.7
276,청송군,Aug-23,25.9,84,314.5,1.4,6.2,31.2
276,청송군,Sep-23,21.4,89,228.1,1.1,6.4,25.8
