
지점,시작일,종료일,지점명,지점주소,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
276,2020-12-04,,청송군,경상북도 청송군 청송읍,대구(구 143),36.4351,129.0401,208.65,210.200,1.750,10.000,0.500
276,2010-09-01,2020-12-04,청송군,경상북도 청송군 청송읍,안동기상대(136),36.4351,129.0401,208.65,210.200,1.750,10.000,0.500
277,1972-01-03,,영덕,경상북도 영덕군 영해면 성내리,포항기상대(138),36.5334,129.4093,40.71,42.010,1.700,10.000,0.600
277,2005-05-07,2010-10-27,영덕,,울진기상대(130),36.5304,129.4117,41.2,,,,
278,1973-01-01,,의성,경상북도 의성군 의성읍 원당리,대구(구 143),36.3561,128.6886,81.44,82.940,1.700,10.000,0.600
279,1973-01-01,,구미,경상북도 구미시 남통동,대구(구 143),36.1306,128.3206,49.17,50.670,1.700,10.000,1.400
281,1972-01-21,,영천,경상북도 영천시 망정동,대구(구 143),35.9774,128.9514,96.12,97.620,1.700,10.000,0.500
283,2010-08-06,,경주시,경상북도 경주시 탑동,포항기상대(138),35.8174,129.2009,40.13,41.630,1.670,10.000,0.590
284,2011-03-04,,거창,경상남도 거창군 거창읍 정장리,울산기상대(152),35.6674,127.9099,228.45,227.300,1.500,10.000,1.300
284,1972-01-24,2011-03-04,거창,경상남도 거창군 거창읍 김천리,거창기상대(284),35.6712,127.911,221.4,222.600,1.500,10.000,0.500
285,1973-01-01,,합천,경상남도 합천군 합천읍 합천리,울산기상대(152),35.5651,128.1699,26.72,33.200,1.500,10.000,0.500
288,1973-01-01,,밀양,경상남도 밀양시 내이동,울산기상대(152),35.4915,128.7441,8.31,12.500,2.000,10.000,1.300
289,1972-03-30,,산청,경상남도 산청군 산청읍 지리,창원기상대(155),35.413,127.8791,138.22,138.800,1.600,10.000,0.600
294,1972-01-24,,거제,경상남도 거제시 장평동,부산지방기상청(159),34.8882,128.6046,44.83,46.700,1.700,10.000,0.600
295,1972-01-24,,남해,경상남도 남해군 이동면 다정리,부산지방기상청(159),34.8166,127.9264,45.71,47.010,1.800,10.000,0.800
296,2025-04-25,,북부산,부산광역시 강서구 대저1동,부산지방기상청(159),35.2178,128.9602,3,,,10.000,
296,2023-01-11,2025-04-25,북부산,부산광역시 강서구 대저1동,부산지방기상청(159),35.2178,128.9602,3,,,,
296,2020-11-12,2023-01-11,북부산,부산광역시 강서구 대저1동,부산지방기상청(159),35.2178,128.9602,3,,,,
300,2020-10-23,,말도,전북특별자치도 군산시 옥도면 말도리,전주기상대(146),35.858,126.3151,44.18,,,10.000,
300,2020-02-28,2020-10-23,말도,전라북도 군산시 옥도면 말도리,전주기상대(146),35.8584,126.3153,48.45,,,,
300,2015-07-13,2020-02-28,말도,전라북도 군산시 옥도면 말도리,전주기상대(146),35.8584,126.3153,48.45,,,,
300,2007-10-10,2015-07-13,말도,전라북도 군산시 옥도면 말도리,군산기상대(140),35.8584,126.3153,48.45,,,,
300,2001-02-20,2007-10-10,말도,전라북도 군산시 옥도면 말도리,군산기상대(140),35.850,126.3167,49,,,,
301,2023-10-25,,임자도,전라남도 신안군 임자면 진리,목포기상대(165),35.0951,126.1164,9,,,10.000,
301,2022-10-21,2023-10-25,임자도,전라남도 신안군 임자면 진리,목포기상대(165),35.0951,126.1164,9,,,,
301,2020-10-23,2022-10-21,임자도,전라남도 신안군 임자면 진리,목포기상대(165),35.087,126.1199,6.33,,,,
301,2011-11-23,2020-10-23,임자도,전라남도 신안군 임자면 진리,목포기상대(165),35.0859,126.118,6,,,,
301,2003-08-05,2011-11-23,임자도,전라남도 신안군 임자면 진리,목포기상대(165),35.0841,126.1112,15.35,,,,
301,2001-01-05,2003-08-05,안마도,전라남도 영광군 낙월면 월촌리,광주지방기상청(156),35.3333,126.0167,5,,,,
302,2023-11-23,,장산도,전라남도 신안군 장산면 팽진리,목포기상대(165),34.6427,126.1826,6,,,10.000,
302,2023-11-01,2023-11-23,장산도,전라남도 신안군 장산면 오음리,목포기상대(165),34.6647,126.1593,17.03,,,,
302,2020-10-23,2023-11-01,장산도,전라남도 신안군 장산면 오음리,목포기상대(165),34.6647,126.1593,17.03,,,,
302,2011-12-09,2020-10-23,장산도,전라남도 신안군 장산면 오음리,목포기상대(165),34.6647,126.1592,19,,,,
302,2001-01-05,2011-12-09,장산도,전라남도 신안군 장산면 도창리,목포기상대(165),34.6432,126.1491,18.91,,,,
303,2021-08-03,,가거도,전라남도 신안군 흑산면 가거도리,흑산도기상대(169),34.0728,125.0974,105.88,,,10.000,
303,2019-12-05,2021-08-03,가거도,전라남도 신안군 흑산면 가거도리,흑산도기상대(169),34.0725,125.0972,97.84,,,,
303,2017-08-25,2019-12-05,가거도,전라남도 신안군 흑산면 가거도리,흑산도기상대(169),34.0725,125.0972,97.84,,,,
303,2017-02-27,2017-08-25,가거도,전라남도 신안군 흑산면 가거도리,흑산도기상대(169),34.0728,125.0975,107.9,,,,
303,2010-11-23,2017-02-27,가거도,전라남도 신안군 흑산면 가거도리,흑산도기상대(169),34.0522,125.1264,22,,,,
303,2001-03-12,2010-11-23,가거도,전라남도 신안군 흑산면 가거도리,흑산도기상대(169),34.0667,125.1167,60,,,,
304,2023-11-01,,신지도,전라남도 완도군 신지면 월양리,목포기상대(165),34.318,126.8485,25.41,,,10.000,
304,2020-10-23,2023-11-01,신지도,전라남도 완도군 신지면 월양리,목포기상대(165),34.318,126.8485,25.41,,,,
304,2015-07-13,2020-10-23,신지도,전라남도 완도군 신지면 월양리,목포기상대(165),34.318,126.8485,21,,,,
304,2011-11-17,2015-07-13,신지도,전라남도 완도군 신지면 월양리,완도기상대(170),34.318,126.8485,21,,,,
304,2006-04-20,2011-11-17,신지도,전라남도 완도군 신지면 대곡리,완도기상대(170),34.3347,126.8273,21.41,,,,
304,2002-09-11,2006-04-20,소안도,전라남도 완도군 소안면 비자리,완도기상대(170),34.1678,126.655,25,,,,
304,2001-02-20,2002-09-11,당사도,전라남도,완도기상대(170),34.0833,126.600,100,,,,
305,2024-10-15,,여서도,전라남도 완도군 청산면 여서리,목포기상대(165),33.9862,126.9201,34.96,,,7.000,
305,2015-07-13,2024-10-15,여서도,전라남도 완도군 청산면 여서리,목포기상대(165),33.9862,126.9201,35.38,,,,
305,2007-10-19,2015-07-13,여서도,전라남도 완도군 청산면 여서리,완도기상대(170),33.9862,126.9201,35.38,,,,
305,2001-02-20,2007-10-19,여서도,전라남도 완도군 청산면 여서리,완도기상대(170),33.900,126.9167,32,,,,
306,2019-11-21,,소리도,전라남도 여수시 남면 연도리,여수기상대(168),34.4319,127.8011,3.04,,,10.000,
306,2014-10-24,2019-11-21,소리도,전라남도 여수시 남면 연도리,여수기상대(168),34.4319,127.8011,3.04,,,,
306,2001-01-05,2014-10-24,소리도,전라남도 여수시 남면 연도리,여수기상대(168),34.9525,127.8008,5,,,,
307,2001-01-05,2014-12-10,평도,전라남도 여수시 삼산면 손죽리,여수기상대(168),34.2437,127.4496,38.49,,,,
308,2024-09-13,,옥도,전라남도 신안군 하의면 옥도리,목포기상대(165),34.687,126.073,8.23,,,10.000,
308,2023-11-01,2024-09-13,옥도,전라남도 신안군 하의면 옥도리,목포기상대(165),34.687,126.073,8.23,,,,
308,2020-10-23,2023-11-01,옥도,전라남도 신안군 하의면 옥도리,목포기상대(165),34.687,126.073,8.23,,,,
308,2014-12-24,2020-10-23,옥도,전라남도 신안군 하의면 옥도리,목포기상대(165),34.687,126.0731,5.6,,,,
309,2020-09-17,,판문점,경기도 파주시 군내면 조산리,,37.9464,126.6866,25,,,10.000,
310,2023-11-01,,궁촌,강원특별자치도 삼척시 근덕면 궁촌리,강릉(구 105),37.3247,129.2647,14.07,,,10.000,
310,2015-07-13,2023-11-01,궁촌,강원특별자치도 삼척시 근덕면 궁촌리,강릉(구 105),37.3247,129.2647,14.07,,,,
310,2011-12-29,2015-07-13,궁촌,강원도 삼척시 근덕면 궁촌리,동해기상대(106),37.3246,129.265,14,,,,
310,2005-06-29,2011-12-29,묵호,강원도 동해시 묵호진동,동해기상대(106),37.5546,129.1185,70.66,,,,
311,2023-10-29,,가야산,경상남도 합천군 가야면 치인리,울산기상대(152),35.7892,128.0867,605.47,,,10.000,
311,2015-07-13,2023-10-29,가야산,경상남도 합천군 가야면 치인리,울산기상대(152),35.7892,128.0867,605.47,,,,
311,2001-09-25,2015-07-13,가야산,경상남도 합천군 가야면 치인리,거창기상대(284),35.7892,128.0867,595.71,,,,
312,2022-10-25,,주왕산,경상북도 청송군 주왕산면 상의리,대구(구 143),36.3931,129.1413,262.19,,,10.000,
312,2020-12-04,2022-10-25,주왕산,경상북도 청송군 부동면 상의리,대구(구 143),36.3931,129.1413,262.19,,,,
312,2011-12-01,2020-12-04,주왕산,경상북도 청송군 부동면 상의리,안동기상대(136),36.3931,129.1413,262.19,,,,
312,2001-10-11,2011-12-01,주왕산,경상북도 청송군 부동면 상의리,안동기상대(136),36.3908,129.1418,260.96,,,,
313,2023-10-28,,양지암,경상남도 거제시 능포동,부산지방기상청(159),34.8821,128.7413,70,,,10.000,
313,2022-03-25,2023-10-28,양지암,경상남도 거제시 능포동,부산지방기상청(159),34.8821,128.7413,71,,,,
313,2020-10-23,2021-05-31,양지암,경상남도 거제시 능포동,부산지방기상청(159),34.8933,128.7514,52.48,,,,
313,2015-07-13,2020-10-23,양지암,경상남도 거제시 능포동,부산지방기상청(159),34.8934,128.7514,54.65,,,,
313,2001-10-11,2015-07-13,양지암,경상남도 거제시 능포동,통영기상대(162),34.8934,128.7514,54.65,,,,
314,2024-10-15,,설천봉,전북특별자치도 무주군 무주읍 당산리,전주기상대(146),35.8662,127.7431,1515.31,,,10.000,
314,2020-10-23,2024-10-15,설천봉,전북특별자치도 무주군 무주읍 당산리,전주기상대(146),35.8662,127.7431,1515.31,,,,
314,2020-02-27,2020-10-23,덕유봉,전라북도 무주군 설천면 심곡리,전주기상대(146),35.8662,127.7431,1518.32,,,,
314,2015-07-13,2020-02-27,덕유봉,전라북도 무주군 설천면 심곡리,전주기상대(146),35.8662,127.7431,1518.32,,,,
314,2007-07-26,2015-07-13,덕유봉,전라북도 무주군 설천면 심곡리,추풍령지역기상서비스센터(135),35.8662,127.7431,1518.32,,,,
314,2003-07-01,2007-07-26,덕유봉,전라북도 무주군 설천면 심곡리,추풍령지역기상서비스센터(135),35.8667,127.750,1515,,,,
314,2001-09-28,2003-07-01,덕유봉,전라북도 무주군 설천면 심곡리,전주기상대(146),35.8667,127.750,1515,,,,
315,2024-10-15,,성삼재,전라남도 구례군 산동면 좌사리,광주지방기상청(156),35.3067,127.5108,1087.86,,,7.000,
315,2023-10-28,2024-10-15,성삼재,전라남도 구례군 산동면 좌사리,광주지방기상청(156),35.3067,127.5108,1087.86,,,,
315,2020-10-23,2023-10-28,성삼재,전라남도 구례군 산동면 좌사리,광주지방기상청(156),35.3067,127.5108,1087.86,,,,
315,2015-07-13,2020-10-23,성삼재,전라남도 구례군 산동면 좌사리,광주지방기상청(156),35.3067,127.5108,1088.86,,,,
315,2002-06-27,2015-07-13,성삼재,전라남도 구례군 산동면 좌사리,남원기상대(247),35.3067,127.5108,1088.86,,,,
315,2001-10-25,2002-06-27,지리산,전라북도,전주기상대(146),35.3667,127.5333,1172,,,,
316,2023-10-30,,무등산,광주광역시 동구 용연동,광주지방기상청(156),35.1144,126.9974,911.53,,,10.000,
316,2020-10-23,2023-10-30,무등산,광주광역시 동구 용연동,광주지방기상청(156),35.1144,126.9974,911.53,,,,
316,2012-12-01,2020-10-23,무등산,광주광역시 동구 용연동,광주지방기상청(156),35.1144,126.9974,911.82,,,,
316,2001-10-15,2012-12-01,무등봉,광주광역시 동구 용연동,광주지방기상청(156),35.1144,126.9974,911.82,,,,
317,2022-09-22,,구이,전북특별자치도 완주군 구이면 원기리,전주기상대(146),35.7295,127.1142,105.92,,,10.000,
317,2020-10-23,2022-09-22,구이,전라북도 완주군 구이면 원기리,전주기상대(146),35.7295,127.1142,105.92,,,,
317,2011-09-28,2020-10-23,모악산,전라북도 완주군 구이면 원기리,전주기상대(146),35.7295,127.1142,101.3,,,,
317,2001-09-29,2011-09-28,모악산,전라북도 김제시 금산면 금산리,전주기상대(146),35.7189,127.0454,96.89,,,,
318,2023-09-09,,평창용산,(산지)강원특별자치도 평창군 대관령면 용산리,강릉(구 105),37.6533,128.6821,852,,,10.000,
318,2021-07-17,2023-09-09,용평,(산지)강원특별자치도 평창군 대관령면 용산리,강릉(구 105),37.6434,128.6705,769.81,,,,
318,2015-07-13,2021-07-17,용평,(산지)강원도 평창군 대관령면 용산리,강릉(구 105),37.6434,128.6705,769.81,,,,
318,2011-10-18,2015-07-13,용평,(산지)강원도 평창군 대관령면 용산리,대관령기상대(100),37.6434,128.6704,770,,,,
318,2001-10-25,2011-10-18,용평,(산지)강원도 평창군 대관령면 용산리,대관령기상대(100),37.6437,128.6794,761.92,,,,
319,2025-10-02,,천부,경상북도 울릉군 북면 천부리,울릉도기상대(115),37.5375,130.8715,57.8,,,10.000,
319,2014-11-23,2025-10-02,천부,경상북도 울릉군 북면 천부리,울릉도기상대(115),37.5373,130.8708,58.05,,,,
319,2001-10-25,2014-11-23,천부,경상북도 울릉군 북면 천부리,울릉도기상대(115),37.5408,130.8746,63,,,,
320,2021-07-23,,향로봉,(산지)강원특별자치도 고성군 수동면 상원리,강릉(구 105),38.331,128.3138,1263.88,,,10.000,
320,2020-10-23,2021-07-23,향로봉,(산지)강원도 인제군 북면 용대리,강릉(구 105),38.331,128.3138,1263.88,,,,
320,2017-01-13,2020-10-23,향로봉,(산지)강원도 인제군 북면 용대리,강릉(구 105),38.331,128.3137,1262.62,,,,
320,2015-07-13,2017-01-13,향로봉,(산지)강원도 인제군 북면 용대리,강릉(구 105),38.331,128.3137,1262.62,,,,
320,2008-11-14,2015-07-13,향로봉,(산지)강원도 인제군 북면 용대리,속초기상대(90),38.331,128.3137,1262.62,,,,
320,2001-10-25,2008-11-14,향로봉,(산지)강원도 인제군 북면 용대리,속초기상대(90),38.325,128.3208,1267,,,,
321,2021-07-20,,원통,(산지)강원특별자치도 인제군 북면 원통리,강릉(구 105),38.1147,128.1963,253.72,,,10.000,
321,2017-01-13,2021-07-20,원통,(산지)강원도 인제군 북면 원통리,강릉(구 105),38.1147,128.1963,253.72,,,,
321,2001-10-25,2017-01-13,원통,(산지)강원도 인제군 북면 원통리,강릉(구 105),38.1147,128.1963,253.72,,,,
322,2025-12-12,,상서,강원특별자치도 화천군 상서면 산양리,춘천기상대(101),38.2007,127.6626,223,,,10.000,
322,2021-08-14,2025-12-12,상서,강원특별자치도 화천군 상서면 산양리,춘천기상대(101),38.2316,127.6857,437,,,,
322,2015-07-13,2021-08-14,상서,강원도 화천군 상서면 산양리,춘천기상대(101),38.2155,127.6698,263.76,,,,
322,2001-10-25,2015-07-13,상서,강원도 화천군 상서면 산양리,철원기상대(95),38.2155,127.6698,263.76,,,,
323,2021-08-31,,마현,강원특별자치도 철원군 근남면 마현리,춘천기상대(101),38.2727,127.5255,276,,,10.000,
323,2015-07-13,2021-08-31,마현,강원도 철원군 근남면 마현리,춘천기상대(101),38.2747,127.553,291.41,,,,
323,2009-11-11,2015-07-13,마현,강원도 철원군 근남면 마현리,철원기상대(95),38.2747,127.553,291.41,,,,
323,2001-10-25,2009-11-11,마현,강원도 철원군 근남면 마현리,철원기상대(95),38.2728,127.5542,269,,,,
324,2022-09-30,,송계,충청북도 제천시 한수면 탄지리,청주기상대(131),36.9102,128.0745,155.91,,,10.000,
324,2015-07-13,2022-09-30,송계,충청북도 제천시 한수면 탄지리,청주기상대(131),36.9102,128.0745,155.91,,,,
324,2011-06-02,2015-07-13,송계,충청북도 제천시 한수면 탄지리,충주지역기상서비스센터(127),36.9101,128.0745,141,,,,
324,2007-11-27,2011-06-02,송계,충청북도 제천시 한수면 송계리,충주지역기상서비스센터(127),36.8831,128.0802,179.88,,,,
324,2001-10-25,2007-11-27,월악산,충청북도 제천시 한수면 송계리,충주지역기상서비스센터(127),36.8667,128.0667,180,,,,
325,2023-11-01,,백운,충청북도 제천시 백운면 평동리,청주기상대(131),37.1445,128.0253,231.26,,,10.000,
325,2015-07-13,2023-11-01,백운,충청북도 제천시 백운면 평동리,청주기상대(131),37.1445,128.0253,231.26,,,,
325,2011-09-20,2015-07-13,백운,충청북도 제천시 백운면 평동리,충주지역기상서비스센터(127),37.1445,128.0253,230,,,,
325,2001-10-25,2011-09-20,백운,충청북도 제천시 백운면 평동리,충주지역기상서비스센터(127),37.1376,128.0254,233.72,,,,
326,2022-10-27,,용문산,경기도 양평군 용문면 중원리,,37.5455,127.6113,191.01,,,10.000,
326,2015-07-13,2022-10-27,용문산,경기도 양평군 용문면 중원리,,37.5455,127.6113,191.01,,,,
326,2012-05-24,2015-07-13,용문산,경기도 양평군 용문면 중원리,이천지역기상서비스센터(203),37.5455,127.6112,190.2,,,,
326,2001-10-25,2012-05-24,용문산,경기도 양평군 용문면 신점리,이천지역기상서비스센터(203),37.5453,127.583,197.28,,,,
327,2022-10-22,,청주금천,충청북도 청주시상당구 금천동,청주기상대(131),36.6261,127.5128,97,,,10.000,
327,2001-10-25,2022-10-22,우암산,충청북도 청주시상당구 명암동,청주기상대(131),36.6503,127.512,127.11,,,,
328,2024-11-01,,상예,제주특별자치도 서귀포시 상예동,제주지방기상청(184),33.2505,126.3984,61,,,10.000,
328,2020-10-31,2024-11-01,중문,제주특별자치도 서귀포시 색달동,제주지방기상청(184),33.2494,126.406,63.64,,,,
328,2015-07-13,2020-10-31,중문,제주특별자치도 서귀포시 색달동,제주지방기상청(184),33.2494,126.406,63.64,,,,
328,2001-10-23,2015-07-13,중문,제주특별자치도 서귀포시 색달동,서귀포지역기상서비스센터(189),33.2495,126.4061,60.88,,,,
329,2023-11-30,,산천단,제주특별자치도 제주시 아라일동,제주지방기상청(184),33.4473,126.5655,377,,,10.000,
329,2022-06-02,2023-11-30,산천단,제주특별자치도 제주시 아라일동,제주지방기상청(184),33.4473,126.5655,377,,,,
329,2021-08-09,2022-06-02,산천단,제주특별자치도 제주시 아라일동,제주지방기상청(184),33.4471,126.5652,378.48,,,,
329,2018-06-01,2021-08-09,산천단,제주특별자치도 제주시 아라일동,제주지방기상청(184),33.4471,126.5652,378.48,,,,
329,2008-11-26,2018-06-01,아라,제주특별자치도 제주시 아라일동,제주지방기상청(184),33.4471,126.5652,374.66,,,,
